GPU,Queue,Graph,Vertices,Edges,Threads,Block,Time_med_s,Time_iqr_s,TEPS_med_Gedges/s,TEPS_iqr_Gedges/s
MI300A,WFQ,road_usa.mtx,23947347,57708624,2048,256,823.892,6.14071,0.0782059,0.000439506
MI300A,WFQ,road_usa.mtx,23947347,57708624,4096,256,820.761,16.2054,0.0793278,0.000142817
MI300A,WFQ,road_usa.mtx,23947347,57708624,8192,256,699.241,9.75226,0.0814378,0.000501069
MI300A,WFQ,hollywood-2009.mtx,1139905,112751422,512,256,357.634,8.16974,0.31542,0.00707399
MI300A,WFQ,hollywood-2009.mtx,1139905,112751422,1024,256,190.975,1.30153,0.591393,0.00398746
MI300A,WFQ,hollywood-2009.mtx,1139905,112751422,2048,256,107.564,1.95037,1.05287,0.0196686
MI300A,WFQ,hollywood-2009.mtx,1139905,112751422,4096,256,71.4388,1.11637,1.58877,0.0264798
MI300A,WFQ,hollywood-2009.mtx,1139905,112751422,8192,256,69.2143,1.82496,1.64067,0.0438009
MI300A,WFQ,kron_g500-logn21.mtx,2097152,182081864,512,256,847.176,0.844466,0.215082,0.000213124
MI300A,WFQ,kron_g500-logn21.mtx,2097152,182081864,1024,256,409.627,0.835986,0.445168,0.000884412
MI300A,WFQ,kron_g500-logn21.mtx,2097152,182081864,2048,256,230.717,3.06128,0.791554,0.0106565
MI300A,WFQ,kron_g500-logn21.mtx,2097152,182081864,4096,256,128.36,0.784606,1.42573,0.00867104
MI300A,WFQ,kron_g500-logn21.mtx,2097152,182081864,8192,256,120.908,29.5727,1.51476,0.491072
MI300A,WFQ,europe_osm.mtx,50912018,108109320,512,256,6585.21,135.777,0.017042,4.9745e-05
MI300A,WFQ,europe_osm.mtx,50912018,108109320,1024,256,5966.17,170.299,0.0194408,0.00044542
MI300A,WFQ,europe_osm.mtx,50912018,108109320,2048,256,7947.96,48.0324,0.0151646,5.0188e-05
MI300A,WFQ,europe_osm.mtx,50912018,108109320,4096,256,13949.4,598.243,0.00837457,6.56805e-05
MI300A,WFQ,europe_osm.mtx,50912018,108109320,8192,256,1639.41,201.81,0.0696184,0.000774986
MI210,WFQ,ak2010.mtx,45292,217098,512,256,15.1517,0.162012,0.0143805,0.000189954
MI210,WFQ,ak2010.mtx,45292,217098,1024,256,16.8937,0.231674,0.0128865,0.000189297
MI210,WFQ,ak2010.mtx,45292,217098,2048,256,22.2506,0.07567,0.00964391,7.62115e-06
MI210,WFQ,ak2010.mtx,45292,217098,4096,256,27.2481,0.194813,0.00459174,3.80501e-05
MI210,WFQ,ak2010.mtx,45292,217098,8192,256,44.8374,0.146262,0.000421194,1.35595e-06
MI210,WFQ,belgium_osm.mtx,1441295,3099940,512,256,279.969,0.347616,0.0119878,1.21166e-05
MI210,WFQ,belgium_osm.mtx,1441295,3099940,1024,256,345.083,1.29512,0.00961502,3.07781e-05
MI210,WFQ,belgium_osm.mtx,1441295,3099940,2048,256,198.339,0.904082,0.0166073,2.79823e-05
MI210,WFQ,belgium_osm.mtx,1441295,3099940,4096,256,231.653,0.284674,0.00947939,1.40398e-05
MI210,WFQ,belgium_osm.mtx,1441295,3099940,8192,256,363.972,3.16957,0.0023569,2.13322e-05
MI210,WFQ,delaunay_n24.mtx,16777216,100663202,512,256,1912.8,0.29566,0.0540908,1.03369e-05
MI210,WFQ,delaunay_n24.mtx,16777216,100663202,1024,256,1126.76,0.449553,0.0937926,4.21385e-05
MI210,WFQ,delaunay_n24.mtx,16777216,100663202,2048,256,758.602,0.942572,0.143371,5.55222e-05
MI210,WFQ,delaunay_n24.mtx,16777216,100663202,4096,256,633.736,0.540708,0.176254,0.000142701
MI210,WFQ,delaunay_n24.mtx,16777216,100663202,8192,256,712.089,0.475477,0.157955,0.000134796
MI210,WFQ,roadNet-CA.mtx,1971281,5533214,512,256,172.032,0.435766,0.0342285,9.43995e-05
MI210,WFQ,roadNet-CA.mtx,1971281,5533214,1024,256,129.061,0.295283,0.0469078,9.66855e-05
MI210,WFQ,roadNet-CA.mtx,1971281,5533214,2048,256,121.197,0.262924,0.0507934,7.88715e-05
MI210,WFQ,roadNet-CA.mtx,1971281,5533214,4096,256,150.61,0.470628,0.0406879,0.000192696
MI210,WFQ,roadNet-CA.mtx,1971281,5533214,8192,256,155.912,0.548007,0.0316486,9.308e-05
MI210,WFQ,road_usa.mtx,23947347,57708624,512,256,2032.7,0.703,0.0302294,1.90337e-05
MI210,WFQ,road_usa.mtx,23947347,57708624,1024,256,1427.14,0.643473,0.0444543,2.33167e-05
MI210,WFQ,road_usa.mtx,23947347,57708624,2048,256,1229.05,0.652319,0.053028,3.15088e-05
MI210,WFQ,road_usa.mtx,23947347,57708624,4096,256,1351.27,1.37351,0.0486107,2.79333e-05
MI210,WFQ,road_usa.mtx,23947347,57708624,8192,256,1297.46,1.9885,0.0439867,4.94291e-05
MI210,WFQ,hollywood-2009.mtx,1139905,112751422,512,256,351.428,2.58328,0.322596,0.00240428
MI210,WFQ,hollywood-2009.mtx,1139905,112751422,1024,256,186.247,1.2221,0.61232,0.00404313
MI210,WFQ,hollywood-2009.mtx,1139905,112751422,2048,256,109.942,0.280893,1.04628,0.00281217
MI210,WFQ,hollywood-2009.mtx,1139905,112751422,4096,256,80.7075,0.630979,1.43698,0.0117664
MI210,WFQ,hollywood-2009.mtx,1139905,112751422,8192,256,87.1094,0.75745,1.33004,0.0122681
MI210,WFQ,kron_g500-logn21.mtx,2097152,182081864,512,256,763.633,3.9467,0.239415,0.0012767
MI210,WFQ,kron_g500-logn21.mtx,2097152,182081864,1024,256,382.948,2.72522,0.479304,0.003447
MI210,WFQ,kron_g500-logn21.mtx,2097152,182081864,2048,256,197.642,1.17368,0.936027,0.00586596
MI210,WFQ,kron_g500-logn21.mtx,2097152,182081864,4096,256,108.522,0.825461,1.7273,0.0141404
MI210,WFQ,kron_g500-logn21.mtx,2097152,182081864,8192,256,68.6646,0.380665,2.78099,0.0146216
MI210,WFQ,europe_osm.mtx,50912018,108109320,512,256,6160.49,7.20972,0.0184884,1.75312e-05
MI210,WFQ,europe_osm.mtx,50912018,108109320,1024,256,6385.02,1.86767,0.0178553,5.27915e-06
MI210,WFQ,europe_osm.mtx,50912018,108109320,2048,256,8995.43,5.50156,0.0125245,1.54403e-05
MI210,WFQ,europe_osm.mtx,50912018,108109320,4096,256,15340.9,21.1165,0.00724907,1.09176e-05
MI210,WFQ,europe_osm.mtx,50912018,108109320,8192,256,2733.57,3.73387,0.0402373,6.36689e-05
MI300A,SFQ,ak2010.mtx,45292,217098,1024,256,109.855,1.52342,0.00187035,2.57201e-05
MI300A,SFQ,ak2010.mtx,45292,217098,1024,256,116.861,4.61036,0.00175955,7.18981e-05
MI300A,SFQ,roadNet-CA.mtx,1971281,5533214,1024,256,4023.18,24.8951,0.0013768,7.61904e-06
MI300A,SFQ,ak2010.mtx,45292,217098,512,256,83.2222,1.71619,0.00248596,5.30691e-05
MI300A,SFQ,ak2010.mtx,45292,217098,1024,256,101.13,2.35188,0.00203868,4.75775e-05
MI300A,SFQ,ak2010.mtx,45292,217098,2048,256,143.103,1.49407,0.00143509,1.30305e-05
MI300A,SFQ,ak2010.mtx,45292,217098,4096,256,243.859,143.672,0.000841115,0.000311699
MI300A,SFQ,ak2010.mtx,45292,217098,8192,256,508.101,2.69041,0.000402771,2.13867e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,512,256,2737.42,21.4418,0.00114288,9.50312e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,1024,256,3537.49,60.1886,0.000882513,1.52829e-05
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,2048,256,4796.31,111.209,0.000649363,5.97037e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,4096,256,9005.13,184.004,0.000345169,7.21477e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,8192,256,17214.1,228.299,0.000180325,2.43681e-06
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,512,256,26581.2,90.8475,0.00379082,1.34331e-05
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,1024,256,30823.1,377.104,0.00326841,3.9819e-05
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,2048,256,45179,2465.31,0.00222928,0.000126594
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,4096,256,75940.8,128.272,0.00132619,2.04438e-06
MI300A,SFQ,ak2010.mtx,45292,217098,512,256,85.6676,1.01989,0.00242931,2.98282e-05
MI300A,SFQ,ak2010.mtx,45292,217098,1024,256,103.724,2.4488,0.00198839,4.95697e-05
MI300A,SFQ,ak2010.mtx,45292,217098,2048,256,142.412,0.707126,0.00145316,7.54627e-06
MI300A,SFQ,ak2010.mtx,45292,217098,4096,256,254.608,32.5482,0.00080814,2.2661e-06
MI300A,SFQ,ak2010.mtx,45292,217098,8192,256,532.377,125.212,0.000385792,7.87737e-05
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,512,256,2476.47,50.7494,0.0012705,8.10671e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,1024,256,3170.09,17.3478,0.000988588,4.44459e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,2048,256,4567.63,2.23158,0.00068344,1.129e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,4096,256,8941.58,25.8362,0.000347631,1.18134e-06
MI300A,SFQ,belgium_osm.mtx,1441295,3099940,8192,256,17407,159.297,0.000178362,1.39994e-06
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,512,256,26765.1,30.2121,0.00376524,4.916e-06
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,1024,256,31686.3,294.464,0.00317955,2.9425e-05
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,2048,256,43858,405.81,0.00229677,2.14766e-05
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,4096,256,75689.1,189.476,0.00133052,3.39955e-06
MI300A,SFQ,delaunay_n24.mtx,16777216,100663202,8192,256,165476,49.5347,0.000608455,2.02689e-07
MI300A,SFQ,roadNet-CA.mtx,1971281,5533214,512,256,3390.39,56.2343,0.00163255,2.7334e-05
MI300A,SFQ,roadNet-CA.mtx,1971281,5533214,1024,256,3723.01,5.43664,0.00148644,2.35273e-06
MI300A,SFQ,roadNet-CA.mtx,1971281,5533214,2048,256,5407.97,21.9927,0.00102261,4.05572e-06
MI300A,SFQ,roadNet-CA.mtx,1971281,5533214,4096,256,10087,41.9356,0.000547961,2.28675e-06
MI300A,SFQ,roadNet-CA.mtx,1971281,5533214,8192,256,19668.8,120.125,0.000280851,1.70117e-06
MI300A,SFQ,road_usa.mtx,23947347,57708624,512,256,39431.1,10.0205,0.00146697,1.00136e-06
MI300A,SFQ,hollywood-2009.mtx,1139905,112751422,512,256,1719.22,29.0418,0.0655188,0.00110485
MI300A,SFQ,hollywood-2009.mtx,1139905,112751422,1024,256,1831.21,6.17158,0.0615062,0.000207618
MI300A,SFQ,hollywood-2009.mtx,1139905,112751422,2048,256,2569.71,75.9468,0.0438306,0.00126667
MI300A,SFQ,kron_g500-logn21.mtx,2097152,182081864,512,256,2691.55,6.15926,0.0676614,0.000153738
MI300A,SFQ,kron_g500-logn21.mtx,2097152,182081864,1024,256,2759.04,2.99401,0.0660036,7.02852e-05
MI210,SFQ,ak2010.mtx,45292,217098,512,256,35.3341,0.179742,0.00593863,2.51041e-05
MI210,SFQ,ak2010.mtx,45292,217098,1024,256,28.5107,0.08602,0.00736697,1.84706e-05
MI210,SFQ,ak2010.mtx,45292,217098,2048,256,25.5044,0.020141,0.0082713,1.44844e-05
MI210,SFQ,ak2010.mtx,45292,217098,4096,256,25.2871,0.049681,0.00832776,1.36247e-05
MI210,SFQ,ak2010.mtx,45292,217098,8192,256,29.6691,0.101251,0.00706093,1.6035e-05
MI210,SFQ,belgium_osm.mtx,1441295,3099940,512,256,1119.35,0.482451,0.00281265,1.68799e-06
MI210,SFQ,belgium_osm.mtx,1441295,3099940,1024,256,898.939,0.298562,0.0035187,4.28339e-07
MI210,SFQ,belgium_osm.mtx,1441295,3099940,2048,256,784.638,0.248465,0.00404384,7.6739e-07
MI210,SFQ,belgium_osm.mtx,1441295,3099940,4096,256,781.243,0.356445,0.00406297,9.64233e-07
MI210,SFQ,belgium_osm.mtx,1441295,3099940,8192,256,936.903,0.628568,0.0033749,3.21201e-06
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,512,256,12689.5,4.48876,0.00795007,2.59382e-06
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,1024,256,9905.21,0.628132,0.010188,5.32738e-07
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,2048,256,8273.92,0.610866,0.0121983,5.34504e-07
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,4096,256,7992.14,1.5859,0.0126292,2.08293e-06
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,8192,256,9145.76,11.6264,0.0110316,1.54036e-05
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,512,256,1456.35,0.261343,0.00381025,1.36604e-06
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,1024,256,1141.77,0.320955,0.00486605,9.58903e-07
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,2048,256,1004.3,0.203854,0.00554116,1.03759e-06
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,4096,256,975.75,0.151492,0.00569905,3.75602e-07
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,8192,256,1143.9,3.26538,0.0048563,1.28188e-05
MI210,SFQ,road_usa.mtx,23947347,57708624,512,256,17684.8,3.47337,0.00327814,6.12244e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,1024,256,14145.6,3.00025,0.00410199,1.28755e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,2048,256,12160.8,0.515819,0.00477541,1.97541e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,4096,256,11827.6,1.50241,0.00491083,3.09668e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,8192,256,13917.5,32.3172,0.00416908,8.94967e-06
MI210,SFQ,hollywood-2009.mtx,1139905,112751422,512,256,935.987,27.1456,0.120371,0.00338503
MI210,SFQ,hollywood-2009.mtx,1139905,112751422,1024,256,692.534,9.88012,0.162711,0.00231998
MI210,SFQ,hollywood-2009.mtx,1139905,112751422,2048,256,554.373,3.79641,0.203264,0.00137598
MI300A,SFQ,road_usa.mtx,23947347,57708624,512,256,39031.4,1546.6,0.00148211,5.431e-05
MI300A,SFQ,road_usa.mtx,23947347,57708624,1024,256,48760.5,61.7017,0.00118551,1.57855e-06
MI300A,SFQ,road_usa.mtx,23947347,57708624,2048,256,65262,7.78507,0.000885663,5.18302e-08
MI300A,SFQ,road_usa.mtx,23947347,57708624,4096,256,122602,933.984,0.000471184,3.56894e-06
MI300A,SFQ,road_usa.mtx,23947347,57708624,8192,256,265477,16623.6,0.000217499,1.39726e-05
MI300A,SFQ,bips98_606.mtx,7135,30380,512,256,17.0588,0.182312,0.00181141,1.99975e-05
MI300A,SFQ,bips98_606.mtx,7135,30380,1024,256,21.711,1.01904,0.00142666,6.76174e-05
MI300A,SFQ,bips98_606.mtx,7135,30380,2048,256,24.6059,0.481364,0.00124775,2.48535e-05
MI300A,SFQ,bips98_606.mtx,7135,30380,4096,256,43.2627,0.04722,0.00070776,4.53921e-07
MI300A,SFQ,bips98_606.mtx,7135,30380,8192,256,82.2631,0.260443,0.000370515,1.48484e-06
MI300A,SFQ,webbase-1M.mtx,1000005,4009930,512,256,0.097071,0.001961,0,0
MI300A,SFQ,webbase-1M.mtx,1000005,4009930,512,256,0.097141,0.00433,0,0
MI300A,SFQ,webbase-1M.mtx,1000005,4009930,1024,256,0.097701,0.00087,0,0
MI300A,SFQ,webbase-1M.mtx,1000005,4009930,2048,256,0.102821,0.000419,0,0
MI300A,SFQ,webbase-1M.mtx,1000005,4009930,4096,256,0.119401,0.00274,0,0
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,1024,256,4331.16,79.3246,0.00291163,5.19438e-05
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,2048,256,5871.55,43.177,0.00214624,1.55831e-05
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,4096,256,10479.2,38.3372,0.00120177,4.4128e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,8192,256,20470.4,185.957,0.000615073,5.45051e-06
MI300A,SFQ,coAuthorsDBLP.mtx,299067,1955352,1024,256,526.063,1.51091,0.00371977,9.97047e-06
MI300A,SFQ,coAuthorsDBLP.mtx,299067,1955352,2048,256,746.568,20.0855,0.0026208,6.88611e-05
MI300A,SFQ,coAuthorsDBLP.mtx,299067,1955352,4096,256,1348.72,4.12916,0.00145043,4.42422e-06
MI300A,SFQ,coAuthorsDBLP.mtx,299067,1955352,8192,256,2637.27,57.9648,0.000741739,1.6112e-05
MI210,SFQ,ak2010.mtx,45292,217098,512,256,35.3341,0.179742,0.00593863,2.51041e-05
MI210,SFQ,ak2010.mtx,45292,217098,1024,256,28.5107,0.08602,0.00736697,1.84706e-05
MI210,SFQ,ak2010.mtx,45292,217098,2048,256,25.5044,0.020141,0.0082713,1.44844e-05
MI210,SFQ,ak2010.mtx,45292,217098,4096,256,25.2871,0.049681,0.00832776,1.36247e-05
MI210,SFQ,ak2010.mtx,45292,217098,8192,256,29.6691,0.101251,0.00706093,1.6035e-05
MI210,SFQ,belgium_osm.mtx,1441295,3099940,512,256,1119.35,0.482451,0.00281265,1.68799e-06
MI210,SFQ,belgium_osm.mtx,1441295,3099940,1024,256,898.939,0.298562,0.0035187,4.28339e-07
MI210,SFQ,belgium_osm.mtx,1441295,3099940,2048,256,784.638,0.248465,0.00404384,7.6739e-07
MI210,SFQ,belgium_osm.mtx,1441295,3099940,4096,256,781.243,0.356445,0.00406297,9.64233e-07
MI210,SFQ,belgium_osm.mtx,1441295,3099940,8192,256,936.903,0.628568,0.0033749,3.21201e-06
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,512,256,12689.5,4.48876,0.00795007,2.59382e-06
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,1024,256,9905.21,0.628132,0.010188,5.32738e-07
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,2048,256,8273.92,0.610866,0.0121983,5.34504e-07
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,4096,256,7992.14,1.5859,0.0126292,2.08293e-06
MI210,SFQ,delaunay_n24.mtx,16777216,100663202,8192,256,9145.76,11.6264,0.0110316,1.54036e-05
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,512,256,1456.35,0.261343,0.00381025,1.36604e-06
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,1024,256,1141.77,0.320955,0.00486605,9.58903e-07
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,2048,256,1004.3,0.203854,0.00554116,1.03759e-06
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,4096,256,975.75,0.151492,0.00569905,3.75602e-07
MI210,SFQ,roadNet-CA.mtx,1971281,5533214,8192,256,1143.9,3.26538,0.0048563,1.28188e-05
MI210,SFQ,road_usa.mtx,23947347,57708624,512,256,17684.8,3.47337,0.00327814,6.12244e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,1024,256,14145.6,3.00025,0.00410199,1.28755e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,2048,256,12160.8,0.515819,0.00477541,1.97541e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,4096,256,11827.6,1.50241,0.00491083,3.09668e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,8192,256,13917.5,32.3172,0.00416908,8.94967e-06
MI210,SFQ,hollywood-2009.mtx,1139905,112751422,512,256,935.987,27.1456,0.120371,0.00338503
MI210,SFQ,hollywood-2009.mtx,1139905,112751422,1024,256,692.534,9.88012,0.162711,0.00231998
MI210,SFQ,hollywood-2009.mtx,1139905,112751422,2048,256,554.373,3.79641,0.203264,0.00137598
MI210,SFQ,kron_g500-logn21.mtx,2097152,182081864,512,256,1604.89,14.5105,0.113483,0.00103533
MI210,SFQ,kron_g500-logn21.mtx,2097152,182081864,1024,256,1126.73,18.1274,0.161668,0.00262783
MI210,SFQ,road_usa.mtx,23947347,57708624,512,256,18033.7,0.48698,0.0032151,1.33993e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,1024,256,14158.9,2.20688,0.00410061,6.58035e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,2048,256,12270.8,0.817312,0.0047363,1.31237e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,4096,256,11953.2,1.26989,0.00486179,3.36708e-07
MI210,SFQ,road_usa.mtx,23947347,57708624,8192,256,13994.7,22.3892,0.0041493,6.66767e-06
MI210,SFQ,bips98_606.mtx,7135,30380,512,256,6.19543,0.049671,0.00533713,6.89626e-05
MI210,SFQ,bips98_606.mtx,7135,30380,1024,256,5.10816,0.02607,0.00649097,3.58912e-05
MI210,SFQ,bips98_606.mtx,7135,30380,2048,256,4.63155,0.053891,0.00723468,4.75603e-05
MI210,SFQ,bips98_606.mtx,7135,30380,4096,256,4.67759,0.017591,0.00713143,2.06064e-05
MI210,SFQ,bips98_606.mtx,7135,30380,8192,256,5.40612,0.018421,0.00609138,1.64184e-05
MI210,SFQ,webbase-1M.mtx,1000005,4009930,512,256,0.208803,0.00225,0,0
MI210,SFQ,webbase-1M.mtx,1000005,4009930,1024,256,0.179703,0.003081,0,0
MI210,SFQ,webbase-1M.mtx,1000005,4009930,2048,256,0.169443,0.001431,0,0
MI210,SFQ,webbase-1M.mtx,1000005,4009930,4096,256,0.166383,0.00342,0,0
MI210,SFQ,webbase-1M.mtx,1000005,4009930,8192,256,0.165743,0.005509,0,0
MI210,SFQ,delaunay_n21.mtx,2097152,12582816,512,256,1588.37,0.298292,0.00796253,2.1179e-06
MI210,SFQ,delaunay_n21.mtx,2097152,12582816,1024,256,1251.79,0.425463,0.0101209,2.66979e-06
MI210,SFQ,delaunay_n21.mtx,2097152,12582816,2048,256,1086.43,0.237151,0.0116691,2.39797e-06
MI210,SFQ,delaunay_n21.mtx,2097152,12582816,4096,256,1041.46,0.357854,0.0121747,2.63914e-06
MI210,SFQ,delaunay_n21.mtx,2097152,12582816,8192,256,1219.7,1.77009,0.0103845,1.47293e-05
MI210,SFQ,coAuthorsDBLP.mtx,299067,1955352,512,256,223.88,1.82731,0.0087508,7.11307e-05
MI210,SFQ,coAuthorsDBLP.mtx,299067,1955352,1024,256,174.309,2.32274,0.0112438,0.000148133
MI210,SFQ,coAuthorsDBLP.mtx,299067,1955352,2048,256,148.289,0.575239,0.0132192,4.42108e-05
MI210,SFQ,coAuthorsDBLP.mtx,299067,1955352,4096,256,143.134,0.367486,0.0136976,2.80536e-05
MI210,SFQ,coAuthorsDBLP.mtx,299067,1955352,8192,256,160.057,0.556158,0.0122451,4.28449e-05
MI210,SFQ,europe_osm.mtx,50912018,108109320,1024,256,29819.1,3.07342,0.00365495,2.81182e-07
MI210,SFQ,europe_osm.mtx,50912018,108109320,2048,256,26013.4,10.4288,0.0041946,2.93068e-07
MI210,SFQ,europe_osm.mtx,50912018,108109320,4096,256,25578.3,3.49903,0.00426677,5.35747e-07
MI210,SFQ,europe_osm.mtx,50912018,108109320,8192,256,29836.3,50.9135,0.00365283,6.28069e-06
MI210,WFQ,delaunay_n21.mtx,2097152,12582816,1024,256,165.26,0.251663,0.0812227,4.39426e-05
MI210,WFQ,delaunay_n21.mtx,2097152,12582816,2048,256,135.667,0.329546,0.100977,0.000139767
MI210,WFQ,delaunay_n21.mtx,2097152,12582816,4096,256,146.59,0.447477,0.0936102,0.000120268
MI210,WFQ,delaunay_n21.mtx,2097152,12582816,8192,256,155.737,0.431517,0.0711127,5.90554e-05
MI300A,SFQ,europe_osm.mtx,50912018,108109320,1024,256,98199.9,130.475,0.00110377,1.19919e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,1024,256,4226.94,12.4314,0.00298908,9.19219e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,2048,256,5741.09,13.8522,0.00219551,5.17581e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,4096,256,10079,94.8297,0.00125005,1.20506e-05
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,8192,256,20974.1,114.185,0.000600332,3.22859e-06
MI300A,SFQ,europe_osm.mtx,50912018,108109320,2048,256,145352,198.351,0.000745009,1.07226e-06
MI300A,SFQ,europe_osm.mtx,50912018,108109320,4096,256,270919,1210.73,0.000399376,1.6226e-06
MI300A,SFQ,europe_osm.mtx,50912018,108109320,8192,256,542408,9941.72,0.000199426,3.60583e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,1024,256,3978.65,2.66999,0.00316968,2.38834e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,2048,256,5838.41,4.27885,0.00215787,1.57019e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,4096,256,10649,15.3773,0.00118266,1.66814e-06
MI300A,SFQ,delaunay_n21.mtx,2097152,12582816,8192,256,21815.9,53.3569,0.000577014,1.42022e-06
MI300A,WFQ,delaunay_n21.mtx,2097152,12582816,1024,256,106.21,0.204631,0.127488,0.000231288
MI300A,WFQ,delaunay_n21.mtx,2097152,12582816,2048,256,94.0003,0.829266,0.149748,0.00154337
MI300A,WFQ,delaunay_n21.mtx,2097152,12582816,4096,256,105.428,0.149671,0.133169,0.000162437
MI300A,WFQ,delaunay_n21.mtx,2097152,12582816,8192,256,109.818,0.485604,0.100219,0.000500977